,ItemID,name,description,colloq,plaintext,into,image,gold,tags,maps,stats,from,depth,inStore,effect,consumed,requiredAlly,stacks,hideFromAll,consumeOnFull,specialRecipe,requiredChampion
236,3903,<rarityLegendary>Raise Morale</rarityLegendary><br><subtitleLeft><silver>500 Silver Serpents</silver></subtitleLeft>,<mainText><stats></stats><br><br>Allies in the Cannon Barrage gain <speed>bonus Move Speed</speed>.</mainText>,,Allies in the Cannon Barrage gain <speed>bonus Move Speed</speed>.,,"{'full': '3903.png', 'sprite': 'item4.png', 'group': 'item', 'x': 0, 'y': 96, 'w': 48, 'h': 48}","{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}",[],"{'11': True, '12': True, '21': True, '22': False, '30': True}",{},,,False,,True,,,,True,,Gangplank
237,3916,Oblivion Orb,<mainText><stats><attention>30</attention> Ability Power</stats><br><br><passive>Grievous Wounds</passive><br>Dealing magic damage applies <keyword>40% Grievous Wounds</keyword> to champions for 3 seconds.</mainText>,,Increases magic damage,"['3011', '3165']","{'full': '3916.png', 'sprite': 'item4.png', 'group': 'item', 'x': 48, 'y': 96, 'w': 48, 'h': 48}","{'base': 400, 'purchasable': True, 'total': 800, 'sell': 560}",['SpellDamage'],"{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatMagicDamageMod': 30},['1052'],2.0,,,,,0.0,,,,
238,4003,Lifeline,"<mainText><stats><attention>20</attention> Attack Damage<br><attention>8</attention> Lethality</stats><br><br><br><br><active>Active -</active> <active>Soul Anchor:</active> Mark your current location. After 4 seconds, return to that location (60(0s)).</mainText>",;lethality,"Marks the ground, and returns you there after a few moments",['4004'],"{'full': '4003.png', 'sprite': 'item4.png', 'group': 'item', 'x': 96, 'y': 96, 'w': 48, 'h': 48}","{'base': 550, 'purchasable': True, 'total': 2500, 'sell': 1750}","['Damage', 'ArmorPenetration']","{'11': False, '12': False, '21': True, '22': False, '30': False}",{'FlatPhysicalDamageMod': 20},"['1036', '2420']",3.0,,,,,,,,,
239,4004,Spectral Cutlass,"<mainText><stats><attention>70</attention> Attack Damage<br><attention>21</attention> Lethality</stats><br><br><br><br><active>Active -</active> <active>Soul Anchor:</active> Mark your current location. After 4 seconds, return to that location (45(0s)).</mainText>",;lethality,"Marks the ground, and returns you there after a few moments",,"{'full': '4004.png', 'sprite': 'item4.png', 'group': 'item', 'x': 144, 'y': 96, 'w': 48, 'h': 48}","{'base': 400, 'purchasable': True, 'total': 3900, 'sell': 2730}","['Damage', 'ArmorPenetration']","{'11': False, '12': False, '21': True, '22': False, '30': False}",{'FlatPhysicalDamageMod': 70},"['4003', '3134']",4.0,,,,,,,,,
240,4005,Imperial Mandate,<mainText><stats><attention>60</attention> Ability Power<br><attention>20</attention> Ability Haste<br><attention>125%</attention> Base Mana Regen</stats><br><br><passive>Coordinated Fire</passive><br><status>Slowing</status> or <status>Immobilizing</status> an enemy champion marks them and causes Ally champion to deal bonus damage to them and grant you both Move Speed.</mainText>,;,Defer damage until later.,,"{'full': '4005.png', 'sprite': 'item4.png', 'group': 'item', 'x': 192, 'y': 96, 'w': 48, 'h': 48}","{'base': 400, 'purchasable': True, 'total': 2300, 'sell': 1610}","['SpellDamage', 'ManaRegen', 'CooldownReduction', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatMagicDamageMod': 60},"['3108', '4642']",3.0,,,,,,,,,
241,4010,Bloodletter's Curse,"<mainText><stats><attention>60</attention> Ability Power<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>10</attention> Ability Haste</stats><br><br><passive>Vile Decay</passive><br>Dealing magic damage reduces the target's magic resist by 5% for 6 seconds, stacking up to up to 30%. Repeat damage from the same spell cast can only stack this once per 2 second(s).</mainText>",;magic penetration,Grant Spell Shield after damaging an enemy with an ability,,"{'full': '4010.png', 'sprite': 'item4.png', 'group': 'item', 'x': 240, 'y': 96, 'w': 48, 'h': 48}","{'base': 2500, 'purchasable': True, 'total': 2500, 'sell': 1250}","['SpellBlock', 'Armor', 'SpellDamage', 'CooldownReduction']","{'11': False, '12': False, '21': False, '22': False, '30': True}","{'FlatSpellBlockMod': 30, 'FlatMagicDamageMod': 60, 'FlatArmorMod': 30}",,,,,,,,,,,
242,4011,Sword of Blossoming Dawn,"<mainText><stats><attention>30</attention> Ability Power<br><attention>200</attention> Health<br><attention>12%</attention> Heal and Shield Power<br><attention>15</attention> Ability Haste</stats><br><br><passive>Effervescence</passive><br>Gain +1.2% Attack Speed for every 1% Heal and Shield Power you have. <br><br><passive>Peppermint</passive><br><OnHit>On-Hit</OnHit>, heal the lowest health ally champion near you for [15 - 45] (+10% Bonus AD) (+7% AP), prioritizing lower health allies.</mainText>",,,,"{'full': '4011.png', 'sprite': 'item4.png', 'group': 'item', 'x': 288, 'y': 96, 'w': 48, 'h': 48}","{'base': 2500, 'purchasable': True, 'total': 2500, 'sell': 1250}","['Health', 'SpellDamage', 'CooldownReduction', 'OnHit', 'AbilityHaste']","{'11': False, '12': False, '21': False, '22': False, '30': True}","{'FlatHPPoolMod': 200, 'FlatMagicDamageMod': 30}",,,,,,,,,,,
243,4012,Sin Eater,"<mainText><stats><attention>300</attention> Health<br><attention>45</attention> Armor<br><attention>45</attention> Magic Resist<br><attention>30%</attention> Tenacity</stats><br><br><br><li><passive>The Feast:</passive> Whenever a nearby ally champion becomes affected by an immobilizing crowd control effect, instead you are stunned for that duration. (20(0s)).</mainText>",,,,"{'full': '4012.png', 'sprite': 'item4.png', 'group': 'item', 'x': 336, 'y': 96, 'w': 48, 'h': 48}","{'base': 3000, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Health', 'SpellBlock', 'Armor', 'Tenacity']","{'11': False, '12': False, '21': False, '22': False, '30': False}","{'FlatSpellBlockMod': 45, 'FlatHPPoolMod': 300, 'FlatArmorMod': 45}",,,,,,,,,,,
244,4013,Lightning Braid,"<mainText><stats><attention>70</attention> Ability Power<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>30%</attention> Tenacity</stats><br><br><br><li><passive>Chain Lightning:</passive> You deal 20% reduced ability damage. On a 1 second cadence, enemies you've damaged with abilities chain 66.6% of the ability damage you've dealt them to another nearby enemy, prioritizing champions.</mainText>",,,,"{'full': '4013.png', 'sprite': 'item4.png', 'group': 'item', 'x': 384, 'y': 96, 'w': 48, 'h': 48}","{'base': 3000, 'purchasable': True, 'total': 3000, 'sell': 2100}","['SpellBlock', 'Armor', 'SpellDamage', 'Tenacity']","{'11': False, '12': False, '21': False, '22': False, '30': False}","{'FlatSpellBlockMod': 30, 'FlatMagicDamageMod': 70, 'FlatArmorMod': 30}",,,,,,,,,,,
245,4014,Frozen Mallet,"<mainText><stats><attention>60%</attention> Attack Speed<br><attention>600</attention> Health</stats><br><br><br><li><passive>Encroaching Frost:</passive> <OnHit>On-Hit</OnHit>, apply a stacking move speed slow.</mainText>",,,,"{'full': '4014.png', 'sprite': 'item4.png', 'group': 'item', 'x': 432, 'y': 96, 'w': 48, 'h': 48}","{'base': 3000, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Health', 'Damage', 'AttackSpeed', 'Slow']","{'11': False, '12': False, '21': False, '22': False, '30': False}","{'FlatHPPoolMod': 600, 'PercentAttackSpeedMod': 0.6}",,,,,,,,,,,
246,4015,Perplexity,<mainText><stats><attention>60</attention> Ability Power<br><attention>5%</attention> Move Speed<br><attention>22%</attention> Armor Penetration<br><attention>30%</attention> Magic Penetration</stats><br><br><passive>Giant Slayer</passive><br>Deal up to 22% bonus damage against champions with greater max Health than you.<br><br><rules>Max damage increase reached when Health difference is greater than 2500.</rules></mainText>,,,,"{'full': '4015.png', 'sprite': 'item4.png', 'group': 'item', 'x': 0, 'y': 144, 'w': 48, 'h': 48}","{'base': 2500, 'purchasable': True, 'total': 2500, 'sell': 1250}","['SpellDamage', 'CooldownReduction', 'NonbootsMovement', 'MagicPenetration', 'ArmorPenetration', 'AbilityHaste']","{'11': False, '12': False, '21': False, '22': False, '30': True}","{'FlatMagicDamageMod': 60, 'PercentMovementSpeedMod': 0.05}",,,,,,,,,,,
247,4016,Wordless Promise,"<mainText><stats><attention>50</attention> Ability Power<br><attention>12%</attention> Heal and Shield Power<br><attention>25</attention> Ability Haste</stats><br><br><passive>Promise</passive><br>Gain 20% of your <attention>Promised</attention> ally's Ability Power, and grant your <attention>Promised</attention> ally 20% of your Ability Haste.<br><br><br><br><active>ACTIVE</active> (0s)<br><active>Promise</active><br>Make a <attention>Promise</attention> to an ally.</mainText>",,,,"{'full': '4016.png', 'sprite': 'item4.png', 'group': 'item', 'x': 48, 'y': 144, 'w': 48, 'h': 48}","{'base': 2500, 'purchasable': True, 'total': 2500, 'sell': 1250}","['SpellDamage', 'CooldownReduction', 'AbilityHaste']","{'11': False, '12': False, '21': False, '22': False, '30': True}",{'FlatMagicDamageMod': 50},,,,,,,,,,,
248,4017,Hellfire Hatchet,"<mainText><stats><attention>35</attention> Attack Damage<br><attention>12</attention> Lethality<br><attention>10%</attention> Omnivamp</stats><br><br><passive>Char</passive><br><OnHit>On-Hit</OnHit>, heal based on the Target's Current Health and apply a <keywordMajor>Burn</keywordMajor> that deals physical damage based on the Target's Missing Health per second for 4 seconds.</mainText>",,,,"{'full': '4017.png', 'sprite': 'item4.png', 'group': 'item', 'x': 96, 'y': 144, 'w': 48, 'h': 48}","{'base': 2500, 'purchasable': True, 'total': 2500, 'sell': 1250}","['Damage', 'LifeSteal', 'SpellVamp', 'OnHit', 'NonbootsMovement', 'ArmorPenetration']","{'11': False, '12': False, '21': False, '22': False, '30': True}",{'FlatPhysicalDamageMod': 35},,,,,,,,,,,
249,4401,Force of Nature,"<mainText><stats><attention>400</attention> Health<br><attention>55</attention> Magic Resist<br><attention>5%</attention> Move Speed</stats><br><br><passive>Steadfast</passive><br>Taking <magicDamage>magic damage</magicDamage> from enemy Champions grants a stack, up to 8. While at 8 stacks, gain <scaleMR>70 Magic Resist</scaleMR> and 10% increased Move Speed.</mainText>",;fon,"Move Speed, Magic Resist, and max Health Regeneration",,"{'full': '4401.png', 'sprite': 'item4.png', 'group': 'item', 'x': 144, 'y': 144, 'w': 48, 'h': 48}","{'base': 700, 'purchasable': True, 'total': 2800, 'sell': 1960}","['Health', 'SpellBlock', 'NonbootsMovement']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatSpellBlockMod': 55, 'FlatHPPoolMod': 400, 'PercentMovementSpeedMod': 0.05}","['1057', '1028', '3066']",3.0,,,,,,,,,
250,4402,Innervating Locket,"<mainText><stats><attention>30</attention> Attack Damage<br><attention>400</attention> Health<br><attention>300</attention> Mana<br><attention>10</attention> Ability Haste</stats><br><br><br><li><passive>Eternity:</passive> Restore Mana equal to 15% of premitigation damage taken from champions, and Health equal to 25% of Mana spent, up to 20 Health per cast, per second.<li><passive>Innervate:</passive> After using an ability, restore <healing>3% missing Health</healing> and <scaleMana>3% missing Mana</scaleMana> over 3 seconds.<br><br><flavorText>""Cast down the Noxians"" <br>вЂ“ Bobdyr, Temple Guardsman</flavorText></mainText>",;,Cast spells to heal,,"{'full': '4402.png', 'sprite': 'item4.png', 'group': 'item', 'x': 192, 'y': 144, 'w': 48, 'h': 48}","{'base': 600, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Health', 'Damage', 'Mana', 'CooldownReduction', 'AbilityHaste']","{'11': False, '12': False, '21': True, '22': False, '30': False}","{'FlatMPPoolMod': 300, 'FlatHPPoolMod': 400, 'FlatPhysicalDamageMod': 30}","['3803', '3133']",3.0,,"{'Effect1Amount': '3', 'Effect2Amount': '0.03', 'Effect3Amount': '0.03'}",,,,,,,
251,4403,The Golden Spatula,<mainText><stats><attention>70</attention> Attack Damage<br><attention>120</attention> Ability Power<br><attention>50%</attention> Attack Speed<br><attention>30%</attention> Critical Strike Chance<br><attention>250</attention> Health<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>250</attention> Mana<br><attention>20</attention> Ability Haste<br><attention>10%</attention> Move Speed<br><attention>10%</attention> Life Steal<br><attention>100%</attention> Base Health Regen<br><attention>100%</attention> Base Mana Regen</stats><br><br><br><li><passive>Doing Something:</passive> You are permanently On Fire!</mainText>,;,It does EVERYTHING!,,"{'full': '4403.png', 'sprite': 'item4.png', 'group': 'item', 'x': 240, 'y': 144, 'w': 48, 'h': 48}","{'base': 687, 'purchasable': True, 'total': 7237, 'sell': 5066}","['Health', 'SpellBlock', 'HealthRegen', 'Armor', 'Damage', 'CriticalStrike', 'AttackSpeed', 'LifeSteal', 'SpellDamage', 'Mana', 'ManaRegen', 'CooldownReduction', 'NonbootsMovement']","{'11': False, '12': False, '21': True, '22': False, '30': False}","{'FlatSpellBlockMod': 30, 'FlatMPPoolMod': 250, 'FlatHPPoolMod': 250, 'FlatMagicDamageMod': 120, 'FlatArmorMod': 30, 'FlatCritChanceMod': 0.3, 'FlatPhysicalDamageMod': 70, 'PercentAttackSpeedMod': 0.5, 'PercentLifeStealMod': 0.1, 'PercentMovementSpeedMod': 0.1}","['3086', '1038', '1053', '3067', '1058', '3105']",3.0,,,,,,,,,
252,4628,Horizon Focus,<mainText><stats><attention>90</attention> Ability Power<br><attention>20</attention> Ability Haste</stats><br><br><passive>Hypershot</passive><br>Damaging a champion with a non-targeted Ability at over 600 range or <status>Slowing or Immobilizing</status> them <keywordStealth>Reveals</keywordStealth> them and increases their damage taken from you.<br><br><rules>The Ability that triggers <passive>Hypershot</passive> also benefits from the damage increase. Pets and non-immobilizing traps do not trigger this effect. Only the initial placement of zone Abilities will trigger this effect. Distance is measured from the Ability cast position. </rules></mainText>,,Immobilizing a champion causes lightning to strike them,,"{'full': '4628.png', 'sprite': 'item4.png', 'group': 'item', 'x': 96, 'y': 336, 'w': 48, 'h': 48}","{'base': 700, 'purchasable': True, 'total': 2700, 'sell': 1890}","['SpellDamage', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatMagicDamageMod': 90},"['3145', '3108']",3.0,,,,,,,,,
253,4629,Cosmic Drive,<mainText><stats><attention>80</attention> Ability Power<br><attention>250</attention> Health<br><attention>25</attention> Ability Haste<br><attention>5%</attention> Move Speed</stats><br><br><passive>Spelldance</passive><br>Damaging an enemy champion with an Ability grants <speed>0 Move Speed</speed> for 2s. </mainText>,,Massive amounts of Cooldown Reduction,,"{'full': '4629.png', 'sprite': 'item4.png', 'group': 'item', 'x': 144, 'y': 336, 'w': 48, 'h': 48}","{'base': 450, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Health', 'SpellDamage', 'NonbootsMovement', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 250, 'FlatMagicDamageMod': 80, 'PercentMovementSpeedMod': 0.05}","['3067', '3113', '3108']",3.0,,,,,,,,,
254,4630,Blighting Jewel,<mainText><stats><attention>25</attention> Ability Power<br><attention>13%</attention> Magic Penetration</stats><br><br></mainText>,,,"['3135', '3137']","{'full': '4630.png', 'sprite': 'item4.png', 'group': 'item', 'x': 192, 'y': 336, 'w': 48, 'h': 48}","{'base': 700, 'purchasable': True, 'total': 1100, 'sell': 770}","['MagicPenetration', 'SpellDamage']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatMagicDamageMod': 25},['1052'],2.0,,,,,,,,,
255,4632,Verdant Barrier,<mainText><stats><attention>40</attention> Ability Power<br><attention>30</attention> Magic Resist</stats><br><br><passive>Annul</passive> (0s)<br>Grants a Spell Shield that blocks the next enemy Ability.</mainText>,,,['3102'],"{'full': '4632.png', 'sprite': 'item4.png', 'group': 'item', 'x': 240, 'y': 336, 'w': 48, 'h': 48}","{'base': 350, 'purchasable': True, 'total': 1600, 'sell': 1120}","['SpellBlock', 'SpellDamage']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatSpellBlockMod': 30, 'FlatMagicDamageMod': 40}","['1052', '1033', '1052']",2.0,,,,,,,,,
256,4633,Riftmaker,"<mainText><stats><attention>80</attention> Ability Power<br><attention>350</attention> Health<br><attention>15</attention> Ability Haste</stats><br><br><passive>Void Corruption</passive><br>For each second in combat with enemy champions, deal bonus damage. At maximum strength, gain Omnivamp.<br><br><passive>Void Infusion</passive><br>Gain a % of your bonus Health as Ability Power. </mainText>",,,['7009'],"{'full': '4633.png', 'sprite': 'item4.png', 'group': 'item', 'x': 288, 'y': 336, 'w': 48, 'h': 48}","{'base': 900, 'purchasable': True, 'total': 3100, 'sell': 2170}","['Health', 'SpellDamage', 'CooldownReduction', 'SpellVamp']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 350, 'FlatMagicDamageMod': 80}","['3147', '3108']",3.0,,,,,,,,,
257,4635,Leeching Leer,<mainText><stats><attention>20</attention> Ability Power<br><attention>250</attention> Health<br><attention>5%</attention> Omnivamp</stats><br><br></mainText>,,,,"{'full': '4635.png', 'sprite': 'item4.png', 'group': 'item', 'x': 336, 'y': 336, 'w': 48, 'h': 48}","{'base': 465, 'purchasable': False, 'total': 1265, 'sell': 886}","['Health', 'SpellDamage', 'SpellVamp']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 250, 'FlatMagicDamageMod': 20}","['1028', '1052']",2.0,False,,,,,,,,
258,4636,Night Harvester,<mainText><stats><attention>90</attention> Ability Power<br><attention>300</attention> Health<br><attention>25</attention> Ability Haste</stats><br><br><br><li><passive>Soulrend:</passive> Damaging a champion with Attacks or Abilities deals additional magic damage and grants you Move Speed.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Ability Haste.</mainText>,,,['7010'],"{'full': '4636.png', 'sprite': 'item4.png', 'group': 'item', 'x': 384, 'y': 336, 'w': 48, 'h': 48}","{'base': 815, 'purchasable': False, 'total': 2815, 'sell': 1971}","['Health', 'SpellDamage', 'CooldownReduction', 'NonbootsMovement', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 300, 'FlatMagicDamageMod': 90}","['3145', '3108']",3.0,False,,,,,,,,
259,4637,Demonic Embrace,<mainText><stats><attention>75</attention> Ability Power<br><attention>350</attention> Health</stats><br><br><br><li><passive>Azakana's Gaze:</passive> Dealing Ability damage burns enemies for max Health magic damage every second.<li><passive>Dark Pact:</passive> Gain <scaleHealth>bonus Health</scaleHealth> as <scaleAP>Ability Power</scaleAP>. </mainText>,,,,"{'full': '4637.png', 'sprite': 'item4.png', 'group': 'item', 'x': 432, 'y': 336, 'w': 48, 'h': 48}","{'base': 850, 'purchasable': False, 'total': 3000, 'sell': 2100}","['Health', 'SpellDamage']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 350, 'FlatMagicDamageMod': 75}","['1026', '1011', '1052']",3.0,False,,,,,,,,
260,4638,Watchful Wardstone,<mainText><stats><attention>150</attention> Health<br><attention>10</attention> Ability Haste<br><attention>10</attention> Armor<br><attention>15</attention> Magic Resist</stats><br><br><passive>Arcane Cache</passive><br>This item can store up to 3 purchased Control Wards.</mainText>,,,['4643'],"{'full': '4638.png', 'sprite': 'item4.png', 'group': 'item', 'x': 0, 'y': 384, 'w': 48, 'h': 48}","{'base': 1100, 'purchasable': True, 'total': 1100, 'sell': 770}","['Health', 'SpellBlock', 'Armor', 'Vision', 'Active', 'CooldownReduction', 'AbilityHaste']","{'11': True, '12': False, '21': False, '22': False, '30': False}","{'FlatSpellBlockMod': 15, 'FlatHPPoolMod': 150, 'FlatArmorMod': 10}",,,,,True,,,,True,,
261,4641,Stirring Wardstone,<mainText><stats><attention>80</attention> Health<br><attention>25%</attention> Base Mana Regen</stats><br><br><br><li><passive>Arcane Cache:</passive> This item can store up to 2 purchased Control Wards.<br><br></mainText>,,,,"{'full': '4641.png', 'sprite': 'item4.png', 'group': 'item', 'x': 48, 'y': 384, 'w': 48, 'h': 48}","{'base': 350, 'purchasable': False, 'total': 350, 'sell': 140}","['Health', 'Damage', 'SpellDamage', 'ManaRegen', 'Vision', 'Active', 'CooldownReduction', 'AbilityHaste']","{'11': True, '12': False, '21': False, '22': False, '30': False}",{'FlatHPPoolMod': 80},,,False,,True,,,,True,,
262,4642,Bandleglass Mirror,<mainText><stats><attention>20</attention> Ability Power<br><attention>75%</attention> Base Mana Regen<br><attention>10</attention> Ability Haste</stats><br><br></mainText>,,,"['2065', '6620', '4005', '6617']","{'full': '4642.png', 'sprite': 'item4.png', 'group': 'item', 'x': 96, 'y': 384, 'w': 48, 'h': 48}","{'base': 100, 'purchasable': True, 'total': 1000, 'sell': 700}","['SpellDamage', 'ManaRegen', 'CooldownReduction', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatMagicDamageMod': 20},"['1004', '1052', '2022']",2.0,,,,,,,,,
263,4643,Vigilant Wardstone,<mainText><stats><attention>250</attention> Health<br><attention>20</attention> Ability Haste<br><attention>25</attention> Armor<br><attention>30</attention> Magic Resist</stats><br><br><passive>Arcane Cache</passive><br>This item can store up to 3 purchased Control Wards.<br><br><passive>Behold</passive><br>Increase your Stealth Ward and Control Ward placement caps by 1.</mainText>,,,,"{'full': '4643.png', 'sprite': 'item4.png', 'group': 'item', 'x': 144, 'y': 384, 'w': 48, 'h': 48}","{'base': 1200, 'purchasable': True, 'total': 2300, 'sell': 1610}","['Health', 'SpellBlock', 'Armor', 'Vision', 'Active', 'CooldownReduction', 'AbilityHaste']","{'11': True, '12': False, '21': False, '22': False, '30': False}","{'FlatSpellBlockMod': 30, 'FlatHPPoolMod': 250, 'FlatArmorMod': 25}",['4638'],2.0,,,,,,,True,,
264,4644,Crown of the Shattered Queen,"<mainText><stats><attention>85</attention> Ability Power<br><attention>250</attention> Health<br><attention>600</attention> Mana<br><attention>20</attention> Ability Haste</stats><br><br><br><li><passive>Safeguard:</passive> You are <keywordMajor>Safeguarded</keywordMajor>, reducing incoming champion damage. <keywordMajor>Safeguard</keywordMajor> persists for 2.5 seconds after taking champion damage. <br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Move Speed and Ability Power.</mainText>",,,['7024'],"{'full': '4644.png', 'sprite': 'item4.png', 'group': 'item', 'x': 192, 'y': 384, 'w': 48, 'h': 48}","{'base': 465, 'purchasable': False, 'total': 2865, 'sell': 2006}","['Health', 'SpellDamage', 'Mana', 'NonbootsMovement', 'AbilityHaste']","{'11': False, '12': False, '21': False, '22': False, '30': False}","{'FlatMPPoolMod': 600, 'FlatHPPoolMod': 250, 'FlatMagicDamageMod': 85}","['3067', '3802', '1052']",3.0,False,,,,,,,,
265,4645,Shadowflame,<mainText><stats><attention>120</attention> Ability Power<br><attention>12</attention> Magic Penetration</stats><br><br><passive>Cinderbloom</passive><br><magicDamage>Magic damage</magicDamage> and <trueDamage>true damage</trueDamage> critically strikes low Health enemies.</mainText>,,,,"{'full': '4645.png', 'sprite': 'item4.png', 'group': 'item', 'x': 240, 'y': 384, 'w': 48, 'h': 48}","{'base': 850, 'purchasable': True, 'total': 3200, 'sell': 2240}","['SpellDamage', 'MagicPenetration']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatMagicDamageMod': 120},"['3145', '1058']",3.0,,,,,,,,,
266,4646,Stormsurge,"<mainText><stats><attention>95</attention> Ability Power<br><attention>10</attention> Magic Penetration<br><attention>8%</attention> Move Speed</stats><br><br><passive>Stormraider</passive><br>Dealing 35% of a champion's maximum Health within a short duration applies <passive>Squall</passive> and grants Move Speed.<br><br><passive>Squall</passive><br>After a few seconds, strike the target, dealing magic damage. If the target dies before the strike, it detonates immediately, dealing damage in a large area and grants bonus gold.</mainText>",,,,"{'full': '4646.png', 'sprite': 'item4.png', 'group': 'item', 'x': 288, 'y': 384, 'w': 48, 'h': 48}","{'base': 950, 'purchasable': True, 'total': 2900, 'sell': 2030}","['SpellDamage', 'GoldPer', 'NonbootsMovement', 'MagicPenetration']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatMagicDamageMod': 95, 'PercentMovementSpeedMod': 0.08}","['3145', '3113']",3.0,,,,,,,,,
267,6029,Ironspike Whip,<mainText><stats><attention>30</attention> Attack Damage</stats><br><br><br><br><active>Active -</active> <active>Crescent:</active> Deal damage to nearby enemies.</mainText>,,,['6630'],"{'full': '6029.png', 'sprite': 'item4.png', 'group': 'item', 'x': 336, 'y': 384, 'w': 48, 'h': 48}","{'base': 225, 'purchasable': False, 'total': 1100, 'sell': 770}","['Damage', 'Active']","{'11': False, '12': False, '21': False, '22': False, '30': False}",{'FlatPhysicalDamageMod': 30},['1037'],2.0,False,,,,,,,,
268,6035,Silvermere Dawn,<mainText><stats><attention>40</attention> Attack Damage<br><attention>300</attention> Health<br><attention>40</attention> Magic Resist</stats><br><br><br><br><active>Active -</active> <active>Quicksilver:</active> Remove all crowd control debuffs and gain Tenacity and Slow Resistance.</mainText>,,,,"{'full': '6035.png', 'sprite': 'item4.png', 'group': 'item', 'x': 384, 'y': 384, 'w': 48, 'h': 48}","{'base': 425, 'purchasable': False, 'total': 3000, 'sell': 2100}","['Health', 'SpellBlock', 'Damage', 'Active', 'Tenacity']","{'11': False, '12': False, '21': False, '22': False, '30': False}","{'FlatSpellBlockMod': 40, 'FlatHPPoolMod': 300, 'FlatPhysicalDamageMod': 40}","['3140', '1037', '1028']",3.0,False,"{'Effect1Amount': '0.5', 'Effect2Amount': '1', 'Effect3Amount': '90'}",,,,,,,
269,6333,Death's Dance,"<mainText><stats><attention>60</attention> Attack Damage<br><attention>15</attention> Ability Haste<br><attention>40</attention> Armor</stats><br><br><passive>Ignore Pain</passive><br>A % of damage taken is dealt to you over time.<br><br><passive>Defy</passive><br>When a champion that you have damaged dies, cleanse <passive>Ignore Pain's</passive> remaining damage pool and heal over a few seconds.</mainText>",,,,"{'full': '6333.png', 'sprite': 'item4.png', 'group': 'item', 'x': 432, 'y': 384, 'w': 48, 'h': 48}","{'base': 125, 'purchasable': True, 'total': 3200, 'sell': 2240}","['Armor', 'Damage', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatArmorMod': 40, 'FlatPhysicalDamageMod': 60}","['2019', '3133', '1037']",3.0,,,,,0.0,,,,
270,6609,Chempunk Chainsword,<mainText><stats><attention>55</attention> Attack Damage<br><attention>250</attention> Health<br><attention>15</attention> Ability Haste</stats><br><br><passive>Hackshorn</passive><br>Dealing physical damage applies 40% <keyword>Grievous Wounds</keyword> to enemy champions for 3 seconds.</mainText>,,,,"{'full': '6609.png', 'sprite': 'item4.png', 'group': 'item', 'x': 0, 'y': 432, 'w': 48, 'h': 48}","{'base': 500, 'purchasable': True, 'total': 2800, 'sell': 1960}","['Health', 'Damage', 'CooldownReduction', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 250, 'FlatPhysicalDamageMod': 55}","['3123', '1028', '3133']",3.0,,,,,,,,,
271,6610,Sundered Sky,<mainText><stats><attention>45</attention> Attack Damage<br><attention>450</attention> Health<br><attention>15</attention> Ability Haste</stats><br><br><passive>Lightshield Strike</passive><br>The first Attack against a champion Crits and heals. <br><br><rules>Excess healing is granted as temporary bonus Health.</rules></mainText>,,,['7039'],"{'full': '6610.png', 'sprite': 'item4.png', 'group': 'item', 'x': 48, 'y': 432, 'w': 48, 'h': 48}","{'base': 850, 'purchasable': True, 'total': 3100, 'sell': 2170}","['Health', 'Damage', 'CooldownReduction', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 450, 'FlatPhysicalDamageMod': 45}","['2021', '3133']",3.0,,,,,,,,,
